Name;CodIBGE;Categoria;Longitude;Latitude
LAJINHA;3137700;CIDADE;-41.645293037911;-20.1641701461859
IBATIBA;3202454;CIDADE;-41.507207999498;-20.2340203456729
CONCEIÇÃO DE IPANEMA;3117405;CIDADE;-41.6924492631517;-19.9307803580723
IPANEMA;3131208;CIDADE;-41.7173533200378;-19.8003359533052
TAPARUBA;3168051;CIDADE;-41.6158581306474;-19.7614695837428
MUTUM;3144003;CIDADE;-41.4391385240539;-19.8071892237146
IMBÉ DE MINAS;3130556;CIDADE;-41.9624807644967;-19.5958756418795
SÃO DOMINGOS DAS DORES;3160959;CIDADE;-42.0095079969034;-19.529446066682
SÃO SEBASTIÃO DO ANTA;3164472;CIDADE;-41.979598898526;-19.5001070893414
TARUMIRIM;3168408;CIDADE;-42.0077345774412;-19.2814948721957
ENGENHEIRO CALDAS;3123700;CIDADE;-42.0498416857745;-19.1981028697075
ITANHOMI;3133204;CIDADE;-41.8649318371439;-19.1716889289776
POCRANE;3151909;CIDADE;-41.6290012532568;-19.620144403805
ALVARENGA;3102209;CIDADE;-41.7264422739295;-19.4144696862521
CONSELHEIRO PENA;3118403;CIDADE;-41.4719740204006;-19.1756232008653
SÃO FRANCISCO DE ITABAPOANA;3304755;CIDADE;-41.1177197285798;-21.4801381316446
MIMOSO DO SUL;3203403;CIDADE;-41.3644252658845;-21.0653735075382
PRESIDENTE KENNEDY;3204302;CIDADE;-41.0518956305895;-21.1001484078337
MARATAÍZES;3203320;CIDADE;-40.8301872856744;-21.0429962746583
ITAPEMIRIM;3202801;CIDADE;-40.836145116845;-21.0110996266185
MUQUI;3203809;CIDADE;-41.3462139983691;-20.9536923089115
JERÔNIMO MONTEIRO;3203106;CIDADE;-41.4029345744706;-20.7976978976408
ATILIO VIVACQUA;3200706;CIDADE;-41.1912419094544;-20.91589661958
CACHOEIRO DE ITAPEMIRIM;3201209;CIDADE;-41.1119188104426;-20.8501123490638
MUNIZ FREIRE;3203700;CIDADE;-41.417513780413;-20.4565455929083
CASTELO;3201407;CIDADE;-41.2022127039763;-20.6020650854299
CONCEIÇÃO DO CASTELO;3201704;CIDADE;-41.2453480411941;-20.3655811131937
VARGEM ALTA;3205036;CIDADE;-41.0071483601644;-20.671678198164
RIO NOVO DO SUL;3204401;CIDADE;-40.9362283554512;-20.8645861490581
ICONHA;3202603;CIDADE;-40.8112210453371;-20.7971447532336
PIÚMA;3204203;CIDADE;-40.7279809404286;-20.837608899062
ANCHIETA;3200409;CIDADE;-40.6476589422027;-20.8056132235616
GUARAPARI;3202405;CIDADE;-40.4950210194579;-20.6659745790205
ALFREDO CHAVES;3200300;CIDADE;-40.7600496463911;-20.6303475366092
MARECHAL FLORIANO;3203346;CIDADE;-40.6803834328881;-20.4267085913539
DOMINGOS MARTINS;3201902;CIDADE;-40.6593963545811;-20.3642385217624
VIANA;3205101;CIDADE;-40.4956243354911;-20.3908625105493
BREJETUBA;3201159;CIDADE;-41.2896765285112;-20.1570341855801
VENDA NOVA DO IMIGRANTE;3205069;CIDADE;-41.1290532110882;-20.3315181768189
AFONSO CLÁUDIO;3200102;CIDADE;-41.1254597171689;-20.0770400092879
LARANJA DA TERRA;3203163;CIDADE;-41.0552443545224;-19.8986934498345
ITARANA;3202900;CIDADE;-40.8797910822261;-19.8723480054452
ITAGUAÇU;3202702;CIDADE;-40.8565984866284;-19.8025077106106
SANTA RITA DO ITUETO;3159506;CIDADE;-41.379278217516;-19.3598130140832
ITUETA;3134103;CIDADE;-41.225631912755;-19.3923977841336
RESPLENDOR;3154309;CIDADE;-41.2539671081682;-19.3254839302633
AIMORÉS;3101102;CIDADE;-41.0733274627961;-19.4919501486741
BAIXO GUANDU;3200805;CIDADE;-41.0120677359012;-19.5142461280243
PANCAS;3204005;CIDADE;-40.8560031007125;-19.2244197855448
SANTA LEOPOLDINA;3204500;CIDADE;-40.5332096123378;-20.098890691883
SANTA MARIA DE JETIBÁ;3204559;CIDADE;-40.7416178006497;-20.0288140575806
SANTA TERESA;3204609;CIDADE;-40.5989977217142;-19.9377143162552
CARIACICA;3201308;CIDADE;-40.3905591046775;-20.2946777959027
VITÓRIA;3205309;CIDADE;-40.3222087267266;-20.3201537922382
VILA VELHA;3205200;CIDADE;-40.2939566369471;-20.3383741035983
SERRA;3205002;CIDADE;-40.2752170367085;-20.1567698418207
FUNDÃO;3202207;CIDADE;-40.4037654440298;-19.9334471170882
JOÃO NEIVA;3203130;CIDADE;-40.3808804853377;-19.7529585982564
IBIRAÇU;3202504;CIDADE;-40.3716661788635;-19.8318799974693
ARACRUZ;3200607;CIDADE;-40.2762233763624;-19.8232777398441
SÃO ROQUE DO CANAÃ;3204955;CIDADE;-40.6431387555474;-19.72530720421
COLATINA;3201506;CIDADE;-40.6303175540319;-19.5362700830264
SÃO DOMINGOS DO NORTE;3204658;CIDADE;-40.621877732717;-19.1481685094206
MARILÂNDIA;3203353;CIDADE;-40.5509510036323;-19.4128127571596
GOVERNADOR LINDENBERG;3202256;CIDADE;-40.4577660614079;-19.2528074438217
RIO BANANAL;3204351;CIDADE;-40.3224784282699;-19.2770864853351
LINHARES;3203205;CIDADE;-40.0653057986955;-19.3981059338732
SOORETAMA;3205010;CIDADE;-40.0964908071322;-19.1919496272697
AÇUCENA;3100500;CIDADE;-42.5462108797345;-19.0767128930499
GONZAGA;3127503;CIDADE;-42.4772238728792;-18.8248250007762
DIVINOLÂNDIA DE MINAS;3122207;CIDADE;-42.6218202062038;-18.8052604131794
CANTAGALO;3112059;CIDADE;-42.6257272921885;-18.531717905681
PEÇANHA;3148608;CIDADE;-42.563186267502;-18.5468889882009
SANTA EFIGÊNIA DE MINAS;3157500;CIDADE;-42.4393126685705;-18.8198378226371
SÃO GERALDO DA PIEDADE;3161601;CIDADE;-42.28913506793;-18.8440313413004
SARDOÁ;3165503;CIDADE;-42.3661292228935;-18.7832653463003
COROACI;3119203;CIDADE;-42.283027891501;-18.6180835052857
SÃO JOSÉ DO JACURI;3163508;CIDADE;-42.6666267691673;-18.2758107497791
SÃO PEDRO DO SUAÇUÍ;3164100;CIDADE;-42.6002319396511;-18.3655057589487
JOSÉ RAYDAN;3136553;CIDADE;-42.5005902687835;-18.217494940633
SÃO SEBASTIÃO DO MARANHÃO;3164506;CIDADE;-42.5657456966687;-18.0913715107723
SANTA MARIA DO SUAÇUÍ;3158201;CIDADE;-42.4178024504598;-18.1922522019305
ÁGUA BOA;3100609;CIDADE;-42.3896432300847;-17.9910530490867
VIRGOLÂNDIA;3171907;CIDADE;-42.3108100373185;-18.4760617042203
NACIP RAYDAN;3144201;CIDADE;-42.2517915937101;-18.4579241920876
MARILAC;3140100;CIDADE;-42.0816889525875;-18.5049724105216
SÃO JOSÉ DA SAFIRA;3163003;CIDADE;-42.1464105249464;-18.3251174561963
ALPERCATA;3101805;CIDADE;-41.9891291115954;-18.9868312558848
GOVERNADOR VALADARES;3127701;CIDADE;-41.9470813340288;-18.8528824027326
CAPITÃO ANDRADE;3112653;CIDADE;-41.8650973290854;-19.0790244569872
MATHIAS LOBATO;3171501;CIDADE;-41.9233604609168;-18.5795889076921
FREI INOCÊNCIO;3126901;CIDADE;-41.9012165865176;-18.5617897292028
TUMIRITINGA;3169505;CIDADE;-41.6379804793586;-18.9766076605886
GALILÉIA;3127305;CIDADE;-41.5361971686177;-19.0054736418738
DIVINO DAS LARANJEIRAS;3122108;CIDADE;-41.4832539383023;-18.7731284722731
SÃO FÉLIX DE MINAS;3161056;CIDADE;-41.490352828828;-18.5861055938846
JAMPRUCA;3135076;CIDADE;-41.8101692473884;-18.4615985736767
FRANCISCÓPOLIS;3126752;CIDADE;-42.0073128118949;-17.9590435720608
CAMPANÁRIO;3110806;CIDADE;-41.7301317866171;-18.2411235313766
PESCADOR;3150000;CIDADE;-41.6016228175806;-18.3536287284123
NOVA MÓDICA;3144904;CIDADE;-41.5013362739996;-18.4416056129786
ITAMBACURI;3132701;CIDADE;-41.6822673820424;-18.0343299623401
FREI GASPAR;3126802;CIDADE;-41.4294207855596;-18.0711850275345
ARICANDUVA;3104452;CIDADE;-42.5592310545725;-17.8677629379612
CAPELINHA;3112307;CIDADE;-42.5160753734565;-17.6953852196546
ANGELÂNDIA;3102852;CIDADE;-42.2664504899208;-17.7277898315876
MALACACHETA;3139201;CIDADE;-42.0760767010133;-17.8416225394257
SETUBINHA;3165552;CIDADE;-42.166438310787;-17.5970190161596
MINAS NOVAS;3141801;CIDADE;-42.5967587107471;-17.2154581630997
LEME DO PRADO;3138351;CIDADE;-42.6956826242014;-17.0838668456352
CHAPADA DO NORTE;3116100;CIDADE;-42.5407487605038;-17.0866959808178
JOSÉ GONÇALVES DE MINAS;3136520;CIDADE;-42.6071746086131;-16.9071819760416
BERILO;3106507;CIDADE;-42.4613537743061;-16.9503017547541
JENIPAPO DE MINAS;3135456;CIDADE;-42.2560474559329;-17.0804230775619
FRANCISCO BADARÓ;3126505;CIDADE;-42.3497731636507;-16.9906912872952
VIRGEM DA LAPA;3171600;CIDADE;-42.3432810665661;-16.8021488565085
ARAÇUAÍ;3103405;CIDADE;-42.0642065495411;-16.8517813948383
POTÉ;3152402;CIDADE;-41.7883855248752;-17.8013694467449
LADAINHA;3137007;CIDADE;-41.740449939658;-17.6244796691424
NOVO CRUZEIRO;3145307;CIDADE;-41.8753915421219;-17.4748888546645
TEÓFILO OTONI;3168606;CIDADE;-41.5096351657897;-17.8625398074625
ITAIPÉ;3132305;CIDADE;-41.6732295731568;-17.4042316432239
CARAÍ;3113008;CIDADE;-41.6983072511944;-17.1929041655748
CATUJI;3115458;CIDADE;-41.523126865366;-17.3010807055699
PADRE PARAÍSO;3146305;CIDADE;-41.4849648092247;-17.0763186508918
PONTO DOS VOLANTES;3152170;CIDADE;-41.5078082034317;-16.7545196327616
SÃO GERALDO DO BAIXIO;3161650;CIDADE;-41.3636282368696;-18.9188085158378
GOIABEIRA;3127370;CIDADE;-41.2228216102869;-18.9817133365445
CUPARAQUE;3120839;CIDADE;-41.1031257418177;-18.9666415315576
MANTENÓPOLIS;3203304;CIDADE;-41.117737478806;-18.8611789656693
CENTRAL DE MINAS;3115706;CIDADE;-41.3104050536671;-18.7574605371077
MENDES PIMENTEL;3141504;CIDADE;-41.4056151686685;-18.6617777400394
SÃO JOÃO DO MANTENINHA;3162575;CIDADE;-41.158748442561;-18.7278374860059
ITABIRINHA;3131802;CIDADE;-41.2331827152783;-18.5567992803595
ALTO RIO NOVO;3200359;CIDADE;-41.0186843433418;-19.0574996050375
MANTENA;3139607;CIDADE;-40.9785257407467;-18.7806998743977
ÁGUA DOCE DO NORTE;3200169;CIDADE;-40.976455911882;-18.545546490707
BARRA DE SÃO FRANCISCO;3200904;CIDADE;-40.89039862396;-18.7590890527561
SÃO JOSÉ DO DIVINO;3163300;CIDADE;-41.3912087843896;-18.4832633214191
NOVA BELÉM;3144672;CIDADE;-41.103687832357;-18.4940908202155
OURO VERDE DE MINAS;3146206;CIDADE;-41.268709492315;-18.0693390944256
ATALÉIA;3104700;CIDADE;-41.1105583899414;-18.045919808594
ECOPORANGA;3202108;CIDADE;-40.8300811593362;-18.3752523789457
ÁGUIA BRANCA;3200136;CIDADE;-40.736638167375;-18.9873613689441
SÃO GABRIEL DA PALHA;3204708;CIDADE;-40.52959950756;-19.0219647526669
VILA PAVÃO;3205150;CIDADE;-40.6024114108213;-18.6208034517744
VILA VALÉRIO;3205176;CIDADE;-40.3905897774138;-18.993617438333
NOVA VENÉCIA;3203908;CIDADE;-40.401547877017;-18.7129060010519
BOA ESPERANÇA;3201001;CIDADE;-40.3029556431013;-18.5387151616346
PONTO BELO;3204252;CIDADE;-40.538133777058;-18.1291260849726
MUCURICI;3203601;CIDADE;-40.5179268365101;-18.0972363790142
PINHEIROS;3204104;CIDADE;-40.2177280801912;-18.4133233430519
MONTANHA;3203502;CIDADE;-40.3634208795715;-18.1268566466196
NOVO ORIENTE DE MINAS;3145356;CIDADE;-41.2220966101202;-17.4091656803341
PAVÃO;3148509;CIDADE;-41.0001132091318;-17.4326895761767
MONTE FORMOSO;3143153;CIDADE;-41.2545787417996;-16.8664938294526
CRISÓLITA;3120151;CIDADE;-40.914895278108;-17.2375343945663
ÁGUAS FORMOSAS;3100906;CIDADE;-40.9352279398691;-17.0823043190263
FRONTEIRA DOS VALES;3127057;CIDADE;-40.9250786594485;-16.8920152169243
CARLOS CHAGAS;3113701;CIDADE;-40.7673997960806;-17.7033310434893
NANUQUE;3144300;CIDADE;-40.3517388336104;-17.8389933513878
LAJEDÃO;2918902;CIDADE;-40.3458465320806;-17.6121309374233
SERRA DOS AIMORÉS;3166709;CIDADE;-40.2431685749409;-17.7857470177162
MEDEIROS NETO;2921104;CIDADE;-40.220174208006;-17.3704094815537
MACHACALIS;3138906;CIDADE;-40.7204221322494;-17.0773703523579
UMBURATIBA;3170305;CIDADE;-40.5726450205228;-17.2536072097564
BERTÓPOLIS;3106606;CIDADE;-40.5722458500666;-17.0609628116827
SANTA HELENA DE MINAS;3157658;CIDADE;-40.6862886421122;-16.9363075330979
ITANHÉM;2916005;CIDADE;-40.3270486489757;-17.1663329031554
PALMÓPOLIS;3146750;CIDADE;-40.4203975983825;-16.734467496214
JUCURUÇU;2918456;CIDADE;-40.158812629938;-16.8445161452874
JOSENÓPOLIS;3136579;CIDADE;-42.513137018713;-16.5445253998311
PADRE CARVALHO;3146255;CIDADE;-42.5207448266403;-16.3651032677985
FRUTA DE LEITE;3127073;CIDADE;-42.5322219360174;-16.1164184224947
RUBELITA;3156502;CIDADE;-42.2647623323815;-16.4029664151809
CORONEL MURTA;3119500;CIDADE;-42.1848038231002;-16.6102682352072
SALINAS;3157005;CIDADE;-42.2935064722757;-16.1698557316106
NOVORIZONTE;3145372;CIDADE;-42.4167808370082;-16.0195385662821
RIO PARDO DE MINAS;3155603;CIDADE;-42.5412319786549;-15.6130780183701
TAIOBEIRAS;3168002;CIDADE;-42.2279155455793;-15.8115214371615
INDAIABIRA;3130655;CIDADE;-42.2035848204661;-15.4923847137835
ITINGA;3134004;CIDADE;-41.7781780721963;-16.6014293914627
COMERCINHO;3117009;CIDADE;-41.7911317349164;-16.2965954742747
SANTA CRUZ DE SALINAS;3157377;CIDADE;-41.7503545267497;-16.0943556347803
ITAOBIM;3133303;CIDADE;-41.4989769803723;-16.5595259164787
MEDINA;3141405;CIDADE;-41.47630906692;-16.2247956204636
CURRAL DE DENTRO;3120870;CIDADE;-41.8559797796326;-15.9393267804771
BERIZAL;3106655;CIDADE;-41.7467850898706;-15.6107836511719
CACHOEIRA DE PAJEÚ;3102704;CIDADE;-41.4964103683588;-15.9651758412427
ÁGUAS VERMELHAS;3101003;CIDADE;-41.45878830412;-15.7453199446761
SANTO ANTÔNIO DO RETIRO;3160454;CIDADE;-42.6243765156755;-15.3426335367875
MONTEZUMA;3143450;CIDADE;-42.50747369917;-15.1711441579999
MORTUGABA;2921807;CIDADE;-42.3804489223231;-15.0164072898931
VARGEM GRANDE DO RIO PARDO;3170651;CIDADE;-42.3092908662842;-15.4024006154337
URANDI;2932606;CIDADE;-42.6589988097566;-14.7632421833244
JACARACI;2917409;CIDADE;-42.4306087705945;-14.8491905697418
LICÍNIO DE ALMEIDA;2919405;CIDADE;-42.5026836358801;-14.6758660763268
PINDAÍ;2924504;CIDADE;-42.6870333191128;-14.4899875400363
CACULÉ;2905008;CIDADE;-42.2214140996087;-14.5042061966779
IBIASSUCÊ;2912004;CIDADE;-42.2557743546652;-14.2767025340767
RIO DO ANTÔNIO;2926806;CIDADE;-42.0750553350102;-14.4085096460546
SÃO JOÃO DO PARAÍSO;3162708;CIDADE;-42.0114224428155;-15.3184380946096
NINHEIRA;3144656;CIDADE;-41.7487889593795;-15.3238019187147
CORDEIROS;2909000;CIDADE;-41.9357339067348;-15.0372341084395
CONDEÚBA;2908705;CIDADE;-41.9708095383447;-14.8904103643793
PIRIPÁ;2924702;CIDADE;-41.7248658272753;-14.9468709096357
GUAJERU;2911659;CIDADE;-41.9371481668575;-14.546962271213
MALHADA DE PEDRAS;2920304;CIDADE;-41.8786983400613;-14.3779454033777
PRESIDENTE JÂNIO QUADROS;2925709;CIDADE;-41.6824426344039;-14.6853953664908
MAETINGA;2919959;CIDADE;-41.4836566953217;-14.6612663585953
ARACATU;2902005;CIDADE;-41.4616853206574;-14.4266302415399
JOAÍMA;3136009;CIDADE;-41.0230530136668;-16.6547296374664
JEQUITINHONHA;3135803;CIDADE;-41.0071154423797;-16.4417689418661
PEDRA AZUL;3148707;CIDADE;-41.2817519782488;-16.0059227885649
DIVISA ALEGRE;3122355;CIDADE;-41.3400243277944;-15.7239399544468
CÂNDIDO SALES;2906709;CIDADE;-41.2411175945831;-15.5060663503036
DIVISÓPOLIS;3122454;CIDADE;-41.0025823969773;-15.7246353595424
ENCRUZILHADA;2910404;CIDADE;-40.9091207501114;-15.5345801797733
FELISBURGO;3125606;CIDADE;-40.7585704995432;-16.6383331495566
RIO DO PRADO;3155108;CIDADE;-40.5718939337966;-16.6094078449562
ALMENARA;3101706;CIDADE;-40.6976511832513;-16.1806161738521
RUBIM;3156601;CIDADE;-40.5369414738532;-16.3729735161787
SANTO ANTÔNIO DO JACINTO;3160306;CIDADE;-40.1753373252436;-16.5376834091706
SANTA MARIA DO SALTO;3158102;CIDADE;-40.1469330149968;-16.2475726788839
JACINTO;3134707;CIDADE;-40.2914288341066;-16.1411618524178
BANDEIRA;3105202;CIDADE;-40.5588864205795;-15.8849769786589
MATA VERDE;3140555;CIDADE;-40.7385334084693;-15.687667804356
JORDÂNIA;3136504;CIDADE;-40.1800141591305;-15.9010651059383
MACARANI;2919702;CIDADE;-40.4220441103433;-15.5673161520361
MAIQUINIQUE;2920007;CIDADE;-40.2605151185559;-15.6197717020878
BELO CAMPO;2903508;CIDADE;-41.2600334790203;-15.033496196728
TREMEDAL;2931806;CIDADE;-41.4095763195932;-14.9724717718011
CARAÍBAS;2906899;CIDADE;-41.2654313236692;-14.7220694932757
ANAGÉ;2901205;CIDADE;-41.1271131685047;-14.6113255920325
VITÓRIA DA CONQUISTA;2933307;CIDADE;-40.8398095371781;-14.8480048111177
CAETANOS;2905156;CIDADE;-40.9092896392257;-14.3385629669144
RIBEIRÃO DO LARGO;2926657;CIDADE;-40.7438597619248;-15.4640596330281
ITAMBÉ;2915809;CIDADE;-40.6240417223752;-15.2480191934978
ITAPETINGA;2916401;CIDADE;-40.2473809072369;-15.2461671882127
CAATIBA;2904803;CIDADE;-40.4102724753438;-14.9785506347122
BARRA DO CHOÇA;2902906;CIDADE;-40.5763729895987;-14.8642730423146
PLANALTO;2925006;CIDADE;-40.4846403764104;-14.6701699697867
BOM JESUS DA SERRA;2903953;CIDADE;-40.501176329753;-14.3729222939299
NOVA CANAÃ;2922706;CIDADE;-40.145174652014;-14.7935980872055
POÇÕES;2925105;CIDADE;-40.3651272938438;-14.5223245421062
BOA NOVA;2903706;CIDADE;-40.2005218938254;-14.3626079425868
JAGUARÉ;3203056;CIDADE;-40.0861409923639;-18.9004359089425
SÃO MATEUS;3204906;CIDADE;-39.8582005956105;-18.7184469672855
CONCEIÇÃO DA BARRA;3201605;CIDADE;-39.7274744194389;-18.5984623003287
PEDRO CANÁRIO;3204054;CIDADE;-39.9549369518726;-18.2971915033325
MUCURI;2922003;CIDADE;-39.5475458898298;-18.0885397383187
IBIRAPUÃ;2912806;CIDADE;-40.1063094115419;-17.6841971436697
TEIXEIRA DE FREITAS;2931350;CIDADE;-39.7445176868085;-17.5377498811383
VEREDA;2933257;CIDADE;-40.0844849278143;-17.2239340588454
ITAMARAJU;2915601;CIDADE;-39.5330398845548;-17.0423375991367
NOVA VIÇOSA;2923001;CIDADE;-39.3720115380737;-17.8933917816264
CARAVELAS;2906907;CIDADE;-39.2533822213722;-17.7333705269415
ALCOBAÇA;2900801;CIDADE;-39.1942143206578;-17.5189333432639
PRADO;2925501;CIDADE;-39.2292384211691;-17.3295639888475
GUARATINGA;2911808;CIDADE;-39.7812844707838;-16.5812160350464
ITABELA;2914653;CIDADE;-39.5532377750796;-16.5758360562348
EUNÁPOLIS;2910727;CIDADE;-39.5841719409864;-16.3751672317454
ITAGIMIRIM;2915304;CIDADE;-39.61519181091;-16.088143275427
SALTO DA DIVISA;3157104;CIDADE;-39.9507560235873;-15.9975707016517
ITARANTIM;2916807;CIDADE;-40.0615452743889;-15.6578300411307
POTIRAGUÁ;2925402;CIDADE;-39.8756600705601;-15.5924563112016
ITAPEBI;2916302;CIDADE;-39.5285413926178;-15.9721666545675
PORTO SEGURO;2925303;CIDADE;-39.0621135238902;-16.4490561788512
SANTA CRUZ CABRÁLIA;2927705;CIDADE;-39.0131825840709;-16.3380965833073
MASCOTE;2920908;CIDADE;-39.3024004527217;-15.5659880322602
BELMONTE;2903409;CIDADE;-38.8803032385601;-15.8613964912902
CANAVIEIRAS;2906303;CIDADE;-38.9473758746396;-15.6797774760398
ITORORÓ;2917102;CIDADE;-40.0717033442151;-15.1190373135505
FIRMINO ALVES;2910909;CIDADE;-39.9214417636272;-14.9849353747802
PAU BRASIL;2923902;CIDADE;-39.6487820361139;-15.4636188163728
CAMACAN;2905602;CIDADE;-39.4963673314917;-15.4176268513468
JUSSARI;2918555;CIDADE;-39.4949398662896;-15.1904562984509
ITAJU DO COLÔNIA;2915403;CIDADE;-39.7247246149297;-15.1401935519279
SANTA CRUZ DA VITÓRIA;2927804;CIDADE;-39.811835970043;-14.9600783102368
IGUAÍ;2913507;CIDADE;-40.0975134505707;-14.7579625251044
IBICUÍ;2912301;CIDADE;-39.9898321056847;-14.8430903646198
DÁRIO MEIRA;2910008;CIDADE;-39.9024656528413;-14.4350474383674
ITAGIBÁ;2915205;CIDADE;-39.8485155565573;-14.2865141673192
FLORESTA AZUL;2911006;CIDADE;-39.6565235874089;-14.8627983961543
IBICARAÍ;2912103;CIDADE;-39.5915412034881;-14.8657631409108
ALMADINA;2900900;CIDADE;-39.6359031752447;-14.7060477470578
COARACI;2908002;CIDADE;-39.5523042559245;-14.6368142023404
ITAPITANGA;2916609;CIDADE;-39.5663618837119;-14.4211947382371
SANTA LUZIA;2928059;CIDADE;-39.3324934250425;-15.4327879841502
ARATACA;2902252;CIDADE;-39.4132815657126;-15.2608729968712
SÃO JOSÉ DA VITÓRIA;2929354;CIDADE;-39.338920502937;-15.0781782109035
ITAPÉ;2916203;CIDADE;-39.429962728368;-14.8948079603667
BUERAREMA;2904704;CIDADE;-39.3025196057871;-14.9564408361335
UNA;2932507;CIDADE;-39.0747128879619;-15.2942080644253
BARRO PRETO;2903300;CIDADE;-39.4733346713801;-14.8097543866359
ITAJUÍPE;2915502;CIDADE;-39.3817881541009;-14.6780189893204
ITABUNA;2914802;CIDADE;-39.2731089520081;-14.7890395481367
URUÇUCA;2932705;CIDADE;-39.2838018788493;-14.5920354530547
GONGOGI;2911501;CIDADE;-39.4672396549531;-14.3237132988772
AURELINO LEAL;2902401;CIDADE;-39.3219966377059;-14.3169494475042
UBAITABA;2932200;CIDADE;-39.3225474057589;-14.3104363673542
ILHÉUS;2913606;CIDADE;-39.0431842869426;-14.7933202692588
ITACARÉ;2914901;CIDADE;-38.9948415531018;-14.2782492851354
ÁGUA BOA;5100201;CIDADE;-52.1589152986038;-14.0490867998986
NOVA NAZARÉ;5106174;CIDADE;-51.7974342175117;-13.9878672729995
CANARANA;5102702;CIDADE;-52.27345686347749;-13.5592295091524
QUERÊNCIA;5107065;CIDADE;-52.2098919155942;-12.5922996259024
RIBEIRÃO CASCALHEIRA;5107180;CIDADE;-51.8333633451013;-12.9320485630786
BOM JESUS DO ARAGUAIA;5101852;CIDADE;-51.5036392318627;-12.1735983432637
SERRA NOVA DOURADA;5107883;CIDADE;-51.3995934077539;-12.0892718384991
NOVO SANTO ANTÔNIO;5106315;CIDADE;-50.9691726452052;-12.2946934828492
SÃO JOSÉ DO XINGU;5107354;CIDADE;-52.7397936398726;-10.8002641626848
CANABRAVA DO NORTE;5102694;CIDADE;-51.8377580067528;-11.0461869214758
SANTA CRUZ DO XINGU;5107743;CIDADE;-52.3986159655702;-10.1524495033055
ALTO BOA VISTA;5100359;CIDADE;-51.3793220737552;-11.6767451574816
PORTO ALEGRE DO NORTE;5106778;CIDADE;-51.6308798239408;-10.8775484765652
CONFRESA;5103353;CIDADE;-51.57103361786151;-10.6407305766948
SÃO FÉLIX DO ARAGUAIA;5107859;CIDADE;-50.6619863699344;-11.616082325566
LUCIARA;5105309;CIDADE;-50.6632015831694;-11.2280970994704
VILA RICA;5108600;CIDADE;-51.1168225790044;-10.0133521815453
SANTA TEREZINHA;5107776;CIDADE;-50.506266437903;-10.4661116192407
NOVA CRIXÁS;5214838;CIDADE;-50.3420003319155;-14.0956114302606
MUNDO NOVO;5214051;CIDADE;-50.2856877224896;-13.7655769236114
SÃO MIGUEL DO ARAGUAIA;5220207;CIDADE;-50.1638382701425;-13.2760243425423
BONÓPOLIS;5203575;CIDADE;-49.8371838013902;-13.6497465481339
ALTO HORIZONTE;5200555;CIDADE;-49.3327491561607;-14.1992268094843
MARA ROSA;5212808;CIDADE;-49.1798231432443;-14.0085688952263
AMARALINA;5200829;CIDADE;-49.29537722190361;-13.9254818589773
MUTUNÓPOLIS;5214101;CIDADE;-49.2744452473581;-13.7236105813835
NOVO PLANALTO;5215256;CIDADE;-49.512050299192;-13.2409519761582
PORANGATU;5218003;CIDADE;-49.1462260518879;-13.4421859461953
ARAGUAÇU;1702000;CIDADE;-49.8286124432782;-12.9255837114497
SANDOLÂNDIA;1718840;CIDADE;-49.93338815430119;-12.5416001670828
ALVORADA;1700707;CIDADE;-49.12681140673;-12.4788153204241
FIGUEIRÓPOLIS;1707652;CIDADE;-49.1738467307434;-12.1367799828342
CARIRI DO TOCANTINS;1703867;CIDADE;-49.1710407289889;-11.8889974634935
ESTRELA DO NORTE;5207501;CIDADE;-49.0734010835998;-13.8670273947652
SANTA TEREZA DE GOIÁS;5219605;CIDADE;-49.0149969464435;-13.712550866677
FORMOSO;5208103;CIDADE;-48.8880896723124;-13.6557801481491
CAMPINAÇU;5204656;CIDADE;-48.5698343277658;-13.7863485874605
TROMBAS;5221452;CIDADE;-48.74470861033521;-13.50846772084
MONTIVIDIU DO NORTE;5213772;CIDADE;-48.688822123885;-13.3530942561614
COLINAS DO SUL;5205521;CIDADE;-48.0768431325587;-14.150185194833
MINAÇU;5213087;CIDADE;-48.2239076238009;-13.5350936491725
TALISMÃ;1720978;CIDADE;-49.0911184339334;-12.7875384064525
JAÚ DO TOCANTINS;1711506;CIDADE;-48.59460829272481;-12.6529263688668
SUCUPIRA;1720853;CIDADE;-48.9111262826871;-11.9862215104761
PEIXE;1716604;CIDADE;-48.537810626336;-12.0297738304679
PALMEIRÓPOLIS;1715754;CIDADE;-48.4134139552316;-13.0398884332539
SÃO SALVADOR DO TOCANTINS;1720259;CIDADE;-48.23208499168111;-12.7474334140888
PARANÃ;1716208;CIDADE;-47.8840837284426;-12.6204814883154
SÃO VALÉRIO;1720499;CIDADE;-48.2329484333802;-11.9730674590962
FORMOSO DO ARAGUAIA;1708205;CIDADE;-49.5268603629125;-11.8051419682711
DUERÉ;1707306;CIDADE;-49.26587591616279;-11.3412854164155
LAGOA DA CONFUSÃO;1711902;CIDADE;-49.620085339146;-10.7886955572423
CRISTALÂNDIA;1706100;CIDADE;-49.18630029126121;-10.5907246367763
PIUM;1717503;CIDADE;-49.16665801157469;-10.4409311175937
CHAPADA DE AREIA;1704600;CIDADE;-49.18310785803151;-10.1419885830059
MARIANÓPOLIS DO TOCANTINS;1712504;CIDADE;-49.6510339944378;-9.79888035903371
DIVINÓPOLIS DO TOCANTINS;1707108;CIDADE;-49.2054131873503;-9.79530113991271
