Name;CodIBGE;Categoria;Longitude;Latitude
VILA DOS MORADORES DAS LARANJEIRAS;3303807;POVOADO;-44.6695689360274;-23.3361860004102
MACACOS;3552007;POVOADO;-44.8382596990877;-22.8126351618611
QUILOMBO;3508603;POVOADO;-45.08694968552679;-22.6150884943718
EMBAÚ;3508603;POVOADO;-45.04442936175019;-22.6133241119168
EMBAUZINHO;3508603;POVOADO;-45.0103198096291;-22.61325595351561
VARGEM ALEGRE;3171709;POVOADO;-45.104627069088;-22.4239180404429
ROSEIRINHA;3171709;POVOADO;-45.0963742205951;-22.4202482756035
SERRA VERDE;3171709;POVOADO;-45.0890253224448;-22.4191128054209
BOM JESUS;3552007;POVOADO;-44.8521109888825;-22.72844788729
JARDIM;3133105;POVOADO;-44.900781433906;-22.3369733637073
CONGONHAL;3110707;POVOADO;-45.249985636524;-21.8280626848562
VARGEM;3104908;POVOADO;-44.8157509262841;-22.1273945618746
SOBRADINHO;3165206;POVOADO;-44.8971255073313;-21.6488261960624
MAZOMBA;3302007;POVOADO;-43.8899745557165;-22.8618749050241
MAZOMBINHA;3302007;POVOADO;-43.8644552603042;-22.8571967678653
PALMEIRA DA SERRA;3301801;POVOADO;-43.6718804356082;-22.5738888149755
ARISTIDES LOBO;3306206;POVOADO;-43.7641858903827;-22.4328532142036
ITAKAMOSY;3306206;POVOADO;-43.7511400017445;-22.4166907440655
DEMÉTRIO RIBEIRO;3306206;POVOADO;-43.7360710572292;-22.3993423588576
BARÃO DE VASSOURAS;3306206;POVOADO;-43.690978938929;-22.3744742759941
QUIRINO;3306107;POVOADO;-43.6869459264029;-22.300521781447
GRAMINHA;3301801;POVOADO;-43.6230427339442;-22.5221922391048
TINGUÁ;3301702;POVOADO;-43.4117011347226;-22.5952997932131
MASSAMBARA;3306206;POVOADO;-43.5199722770057;-22.3202343056197
POAIA;3303856;POVOADO;-43.4342855613476;-22.4134768647197
BARRO BRANCO;3303856;POVOADO;-43.4116473050268;-22.3706418719754
CAPIVARA;3303856;POVOADO;-43.3795620205128;-22.3798464130278
COQUEIRO;3303856;POVOADO;-43.3506741245735;-22.3741281497206
AQUENTA SOL;3303856;POVOADO;-43.3455526561251;-22.3501921935311
VISTA ALEGRE;3303856;POVOADO;-43.3792356842383;-22.3224292322069
ANDRADE COSTA;3306206;POVOADO;-43.3684972545667;-22.2661621708776
MANEJO;3138609;POVOADO;-43.7315760289552;-21.8100049015992
ORVALHO;3138609;POVOADO;-43.6755815927042;-21.7900363025273
COLÔNIA DO PAIOL;3106804;POVOADO;-43.7238646988594;-21.5905986584583
SANTA ROSA;3304508;POVOADO;-43.5111844962328;-22.0752465216395
MONTE VERDE;3136702;POVOADO;-43.5189924512962;-21.9171992209791
TRÊS ILHAS;3304508;POVOADO;-43.439000879737;-22.0620897524496
VILA KLABIN;3106101;POVOADO;-43.4419833057585;-21.9445282743331
SOBRAGI;3106101;POVOADO;-43.3733971509978;-21.9635672989053
VILA SÃO FRANCISCO;3106101;POVOADO;-43.3880754324128;-21.908997816735
COTEGIPE;3167509;POVOADO;-43.3453907221348;-21.9208581999653
TOLEDO;3136702;POVOADO;-43.5883882638797;-21.7937712898328
RIO DO OURO;3302502;POVOADO;-43.1226013790363;-22.5966187968428
CACHOEIRINHA;3302502;POVOADO;-43.0864665872177;-22.5958526350036
RIO PARDO;3303856;POVOADO;-43.3131235796121;-22.3658325241896
DE SARDOAL;3303708;POVOADO;-43.2694745838485;-22.3303868620296
POSSE DOS COQUEIROS;3300225;POVOADO;-43.1617330960286;-22.2984884643652
PARAÍSO;3301850;POVOADO;-42.9050722754669;-22.4987956367699
ORINDI;3301850;POVOADO;-42.8922582211487;-22.5437181628047
GARRAFÃO;3301850;POVOADO;-42.9930744816236;-22.4742964420236
BIQUINHA;3305802;POVOADO;-42.9507356294486;-22.3360456695187
BAIRRO DAS FLORES;3158607;POVOADO;-43.2205156833165;-22.0319127495912
SERRARIA;3158607;POVOADO;-43.2077679824599;-22.0257782078951
SOUZA AGUIAR;3167509;POVOADO;-43.2350222040168;-22.010977131217
PARADA BRAGA;3116209;POVOADO;-43.0598878848684;-22.044527916763
ERICEIRA;3158607;POVOADO;-43.1445992399853;-22.000358581892
SOSSEGO;3158607;POVOADO;-43.1678332082347;-21.9022070663683
PIÃO;3305802;POVOADO;-42.7621672625566;-22.1278755238214
ATERRADO;3101508;POVOADO;-42.7795833808324;-21.8845192130271
SERRADINHO;3111903;POVOADO;-45.18082628158161;-21.0754567028828
COMUNIDADE DO FUNIL;3138203;POVOADO;-45.01562891059051;-21.1383284576388
MACHADOS;3149903;POVOADO;-45.09606786265131;-21.0133354326862
ROSÁRIO;3134301;POVOADO;-44.8368230372677;-21.2371846509638
VIEIRA BRAVOS;3112000;POVOADO;-45.1334894496048;-20.7350601951527
LAMBARI;3148905;POVOADO;-45.23612678846511;-20.3649148990663
FRADIQUES;3145604;POVOADO;-44.7768514655041;-20.7283253553081
CAMPOS;3114006;POVOADO;-44.9419406707476;-20.6159518214198
CORUMBÁ;3116605;POVOADO;-44.6867043268033;-20.401719899252
PARÁ DOS VILELAS;3132206;POVOADO;-44.6265981922361;-20.4033797097771
CAPELA DO SACO;3114600;POVOADO;-44.542974070722;-21.3405442099093
CAQUENDÊ;3162500;POVOADO;-44.5428539183329;-21.3328302791913
BRASILINHA;3139102;POVOADO;-44.4340464414359;-21.4179714714463
RIBEIRÃO DO ELVAS;3152709;POVOADO;-44.0669173683392;-21.2028331395465
VITORIANO VELOSO;3152709;POVOADO;-44.1183606470055;-21.0987029990062
BOM JARDIM DAS PEDRAS;3114501;POVOADO;-44.6224285487606;-20.5974294792502
BANDERINHAS;3137403;POVOADO;-44.0273610946258;-20.9424477579138
ARAME;3137403;POVOADO;-43.9870533609721;-20.9533137695257
CASTRO;3123908;POVOADO;-44.059515886588;-20.7385589828633
PORTO ALEGRE;3142304;POVOADO;-44.0306069389389;-20.3655919509953
ÁGUA LIMPA;3164605;POVOADO;-45.1254348115557;-20.1937424093207
PONTE NOVA;3160405;POVOADO;-45.236215004316;-20.1541940779916
SÃO JOSÉ DOS ROSAS;3160405;POVOADO;-45.1717984399846;-20.1300204903559
AMADEU LACERDA;3122306;POVOADO;-45.1103538653555;-20.0758464188972
SERRA NEGRA;3164605;POVOADO;-45.0459127948448;-20.1826264148367
DJALMA DUTRA;3122306;POVOADO;-45.0220952650307;-20.0652937692856
BRANQUINHOS;3122306;POVOADO;-44.9617432403563;-20.0580435205
CAPIVARÍ DOS ELEUTÉRIOS;3103900;POVOADO;-45.19775253206129;-19.8414718722264
BELA VISTA;3103900;POVOADO;-45.1552928327858;-19.8025108907757
BARRETOS;3145208;POVOADO;-44.9677074194137;-19.9215021033638
BURITI;3122306;POVOADO;-44.8732565873303;-20.2502098033329
BOCAINA;3116605;POVOADO;-44.8426996310201;-20.3399203582933
CHORO;3122306;POVOADO;-44.9261413789851;-20.0540305794187
PRATA DE CIMA;3161809;POVOADO;-44.8382275251159;-20.0617650890514
PRATA DE BAIXO;3161809;POVOADO;-44.8429035371386;-20.0487515662153
ÁGUA LIMPA;3161809;POVOADO;-44.8013840220926;-20.042155527291
COSTAS;3122306;POVOADO;-44.9251116218786;-19.9748860100566
RIPAS;3145208;POVOADO;-44.9196681179542;-19.9165128632162
CAPÃO;3145208;POVOADO;-44.9301349207145;-19.8889588478266
GAMAS;3145208;POVOADO;-44.9107782525892;-19.8773271761083
QUILOMBO;3161809;POVOADO;-44.8543783553146;-19.8776972310679
SANTANA DA PRATA;3117603;POVOADO;-44.8464450236072;-19.8291373098966
BOM JESUS DO OESTE;3117603;POVOADO;-44.8059156088126;-19.8545141391547
SÃO JOÃO DE CIMA;3117603;POVOADO;-44.8297559493768;-19.7408646288383
VÁRZEA DA CACHOEIRA;3130200;POVOADO;-44.7597818872592;-19.9125106569981
BREJO ALEGRE;3133808;POVOADO;-44.6647806686795;-20.0130299828589
PEDRA;3133808;POVOADO;-44.6545031355113;-20.0090776821959
MEIRELES;3147105;POVOADO;-44.6709262356507;-19.8563499713351
SACRAMENTO;3151404;POVOADO;-44.9798741053923;-19.5915556937227
MELOS;3151404;POVOADO;-44.9478893034852;-19.6226215742529
CUNHAS;3117603;POVOADO;-44.9406207022224;-19.7127877354165
CASQUILHO;3117603;POVOADO;-44.873628903038;-19.7311748752405
CAMPO GRANDE;3151404;POVOADO;-44.9305801193465;-19.6100758277723
VELOSO;3151404;POVOADO;-44.8856440280632;-19.4811648144293
RIO DO PEIXE;3151404;POVOADO;-44.8459837971665;-19.5660871542076
VARGEM GRANDE;3146909;POVOADO;-44.7994530635763;-19.5012371874491
JAGUARA;3145802;POVOADO;-44.6693669194959;-19.7314454614964
CHÁCARA;3139706;POVOADO;-44.7151361991813;-19.5519631518848
SÃO GERALDO;3139706;POVOADO;-44.7405334578466;-19.5412064357244
CACHOEIRINHA;3133808;POVOADO;-44.6118015991036;-20.1641061394342
CAMPOS;3133808;POVOADO;-44.606520852049;-20.1399566806781
CÓRREGO DO SOLDADO;3133808;POVOADO;-44.5605393738991;-20.1885332199448
BERNARDAS;3155306;POVOADO;-44.3353336331569;-20.2900465159723
PINHEIROS;3133709;POVOADO;-44.3792028956144;-20.1791345511888
MATINHA;3147105;POVOADO;-44.5570691340738;-19.9051232765158
SÍTIO NOVO;3140704;POVOADO;-44.4881695731973;-19.9299640215212
LAGOA PRETA;3163102;POVOADO;-44.5885472876898;-19.7675854984171
CONQUISTA;3163102;POVOADO;-44.6000599704231;-19.7162118389536
RIACHO DO CAMPO;3167202;POVOADO;-44.3638382857193;-19.4402831942186
TREVÃO;3120904;POVOADO;-44.5264169724885;-19.1588499335854
PONTINHA;3147402;POVOADO;-44.4516449779645;-19.3774942505218
LONTRINHA;3167202;POVOADO;-44.3428483022286;-19.4050040453225
IMBIRUÇU;3147402;POVOADO;-44.3222996970738;-19.3675957365834
BOA VISTA;3112505;POVOADO;-44.1871067329099;-19.5638522844192
VILA MARAVILHA;3162955;POVOADO;-44.0208047620042;-19.7020711966082
ESTIVA;3167202;POVOADO;-44.2503740257487;-19.3584696426969
FAZENDA PATRONATO;3127206;POVOADO;-44.1069758562529;-19.3036090994967
SÃO BENTO;3127206;POVOADO;-44.0250919591709;-19.414457527458
VARGEM BONITA;3135704;POVOADO;-44.1206378819917;-19.2378197135521
SANTO ANTÔNIO / EX-LAGOA DOS VEADOS;3135704;POVOADO;-44.0067602819767;-19.2580569649299
VERA CRUZ;3135704;POVOADO;-44.0484576517288;-19.151778273837
CACHOEIRINHA;3160702;POVOADO;-43.6699113074404;-21.5235985566233
CAMPESTRE;3113206;POVOADO;-43.7324683506607;-21.003389648227
CAMPO ALEGRE;3160702;POVOADO;-43.5151665048199;-21.4187860154246
PATRIMÔNIO DOS PAIVAS;3160702;POVOADO;-43.6336962104837;-21.4004324269248
JAPÃO;3166204;POVOADO;-43.6230099071787;-21.0637152324009
SÃO GONÇALO;3118304;POVOADO;-43.8522935048053;-20.6553057722047
SANTA QUITÉRIA;3118007;POVOADO;-43.911522886711;-20.5381768788723
CAMPO GRANDE;3145901;POVOADO;-43.6671501729955;-20.5434288343301
PALMEIRAS;3112208;POVOADO;-43.6049868504483;-20.874939742023
OLARIA;3145901;POVOADO;-43.6470340356558;-20.5515599287236
ITATIAIA;3145901;POVOADO;-43.5950137505123;-20.4945989277789
PARAÍSO DE SANTA RITA;3167905;POVOADO;-43.2847154749655;-21.3952180257209
IGREJINHA;3167905;POVOADO;-43.2823837941434;-21.2901372591382
FURTADO DE CAMPOS;3155405;POVOADO;-43.0742862715944;-21.4494017759853
SANTA MARIA;3172004;POVOADO;-42.9221857907642;-20.9725005383502
RIBEIRÃO SANTO ANTÔNIO;3108701;POVOADO;-43.2457821990333;-20.9201112123346
BARRO BRANCO;3140001;POVOADO;-43.3029272004147;-20.4387468116763
MIGUEL RODRIGUES;3121704;POVOADO;-43.2676431515797;-20.4563932513007
VINTE ALQUEIRES;3152303;POVOADO;-43.1591746829125;-20.5871843173752
PENHA;3128204;POVOADO;-43.1102500973028;-20.5587520949357
SÃO JOAQUIM;3128204;POVOADO;-43.0466756620123;-20.5123609227537
FELIPE DOS SANTOS;3105707;POVOADO;-43.0808025955842;-20.351356021001
PALMEIRA DE FORA;3100401;POVOADO;-43.0508126769699;-20.41623530585
BARRO BRANCO;3105707;POVOADO;-43.037413926642;-20.3870508901633
SANTANA;3102506;POVOADO;-42.7742776077765;-20.4651525907886
BENTO RODRIGUES;3140001;POVOADO;-43.418293184343;-20.2357253379692
SOCORRO;3105400;POVOADO;-43.588252470358;-19.9810491222642
RANCHO NOVO;3110004;POVOADO;-43.6152593689399;-19.9213713700461
FELIPE;3107703;POVOADO;-43.5156262792075;-19.7609508330084
UNA DE CIMA;3161908;POVOADO;-43.3868181498791;-19.7964179119608
SANTO ANTÔNIO DE PALMAS;3134608;POVOADO;-43.930465974093;-19.4376472011624
ENGENHO;3168309;POVOADO;-43.7631585322687;-19.6834081814338
MUCAMBO;3105004;POVOADO;-43.8845746799738;-19.29935551425
VARGEM GRANDE;3105004;POVOADO;-43.8256188935397;-19.353771389643
ONÇA;3135704;POVOADO;-43.9793803992185;-19.1549567505494
CURRALINHO;3134608;POVOADO;-43.787667353426;-19.376999001837
SUMIDOURO;3105004;POVOADO;-43.7852672245035;-19.211168511585
MANGABEIRAS;3159001;POVOADO;-43.7375328445643;-19.1999329927652
CARMO DA UNIÃO;3136603;POVOADO;-43.5820807408775;-19.6435086451486
SÃO JOSÉ DA SERRA;3134608;POVOADO;-43.6361345288727;-19.445333646457
ALTAMIRA;3136603;POVOADO;-43.5615305427509;-19.5686820306072
FERNANDES SOARES;3107703;POVOADO;-43.4311314199401;-19.7261794728665
ÁGUAS CLARAS;3140001;POVOADO;-43.2233815376852;-20.2532666359235
GESTEIRA;3105707;POVOADO;-43.1260126830303;-20.2605560047035
PIMENTA;3105707;POVOADO;-43.0830748017363;-20.2021261665401
SÃO JOSÉ DO DOBLA;3105707;POVOADO;-43.1486591669756;-20.183828838945
SÃO JOSÉ DA VARGEM ALEGRE;3157401;POVOADO;-42.8471535250368;-20.2863098093379
SANTANA DO DESERTO;3155009;POVOADO;-42.8344722277469;-20.1974045912799
VIEIRAS;3161007;POVOADO;-42.9772572482616;-19.9564355689855
SANTA RITA;3161007;POVOADO;-42.8851172102362;-19.9972327422056
BARRO PRETO;3158003;POVOADO;-43.0772487766282;-19.4544008058989
POVOADO DE MAR VERMELHO;3125903;POVOADO;-43.0744028164466;-19.2004533348846
PORTEIRA GRANDE;3103009;POVOADO;-42.8789015294953;-19.5606828615847
SÃO JOAQUIM DA BOCAINA;3103009;POVOADO;-42.7748294976494;-19.5560875755273
SANTA VITÓRIA DOS COCAIS I;3119401;POVOADO;-42.7025157270433;-19.4526529060151
SÃO JOSÉ DOS COCAIS;3119401;POVOADO;-42.7129197790079;-19.4146576456603
PONTE DE SANTO ANTÔNIO;3136108;POVOADO;-42.7497772534129;-19.1540251601384
CELSO BUENO;3143104;POVOADO;-47.3938265975479;-18.91488476174
GONÇALVES;3143104;POVOADO;-47.339795782041;-18.8057014710173
PIRES BELO;5205109;POVOADO;-47.786374425776;-17.9242474075804
ALAGOAS;3148004;POVOADO;-46.66456702938769;-18.6268575512693
BOAÇARA;3148004;POVOADO;-46.6881852311724;-18.4440044956803
RETIRO DA ROÇA;3137106;POVOADO;-46.69623883266439;-17.9541242527826
VAZAMOR;3171006;POVOADO;-46.85074603708819;-17.7647314340549
CABELUDO;3171006;POVOADO;-46.75957730391821;-17.7150535419238
COMPANHIA DE REFLORESTAMENTO RIO ESCURO LTDA;3171006;POVOADO;-46.71530820712431;-17.6136821370858
SÃO SEBASTIÃO;3147006;POVOADO;-46.8315027010115;-17.1945200483213
LAGOA DO SANTO ANTÔNIO;3147006;POVOADO;-46.8300165835394;-17.1482152306353
CHAVES;3155504;POVOADO;-46.2034237836156;-19.0779561130818
LAGOA SECA;3170750;POVOADO;-46.0023060609437;-18.5490824780984
MAJOR PORTO;3148004;POVOADO;-45.9779495438918;-18.6069814240187
BOM SUCESSO DE PATOS;3148004;POVOADO;-45.976922822238;-18.6068457757271
TABOCA;3153400;POVOADO;-46.5112815418774;-18.0298061089492
CRUZEIRO DA PRATA;3153400;POVOADO;-46.3143633293015;-18.1285466475475
ANDREQUICÉS;3153400;POVOADO;-46.1370351486141;-18.1719805707709
PATOS DO ABAETÉ;3100203;POVOADO;-45.5510265991572;-19.0003113407917
VAL DE FLORES;3143500;POVOADO;-45.3159331958274;-18.8563152557795
BELA VISTA;3153400;POVOADO;-46.3239376898112;-17.8904652858645
PARQUE DAS ANDORINHAS;3136306;POVOADO;-46.2881624884003;-17.7097857957528
SANTO ANTÔNIO;3122470;POVOADO;-46.2311451806553;-16.9129154365642
SÃO SEBASTIÃO;3136306;POVOADO;-45.8892734073921;-17.8823073187725
SÃO BARTOLOMEU;5206206;POVOADO;-47.7994945219922;-16.5408324840985
COOPAD/DF;5300108;POVOADO;-47.5590561246212;-16.0069265803228
CAPÃO SECO;5300108;POVOADO;-47.5538105607325;-15.9620836607584
NÚCLEO RURAL CARIRU;5300108;POVOADO;-47.51970794513921;-15.9135783567189
AGROVILA CÓRREGO DO ARROZAL;5300108;POVOADO;-47.7237679961125;-15.6371420079905
NÚCLEO RURAL RAJADINHA III;5300108;POVOADO;-47.6503952935761;-15.7163134853288
NÚCLEO RURAL SANTOS DUMONT;5300108;POVOADO;-47.63592624156439;-15.670606437342
NÚCLEO RURAL DA TAQUARA;5300108;POVOADO;-47.5327964336879;-15.6304409079605
JARDINS DO MORUMBI;5300108;POVOADO;-47.62630852924171;-15.5187379564676
NÚCLEO RURAL LAMARÃO;5300108;POVOADO;-47.4985053697019;-15.9711464311346
COLÔNIA AGRÍCOLA JARDINS;5300108;POVOADO;-47.3772706928156;-16.007513186778
NÚCLEO RURAL SÃO JOSÉ;5300108;POVOADO;-47.3644966882357;-15.7072280364511
BOA VISTA;3170404;POVOADO;-46.9573982724007;-16.1577779993721
LAGOA;5204003;POVOADO;-46.8927144607016;-15.8107100358625
CABECEIRA DA MATA;5204003;POVOADO;-46.8143781186921;-15.8810504589503
VILA SERRANA;3109303;POVOADO;-46.5838891583596;-15.7820850655843
SÃO VICENTE;3109303;POVOADO;-46.5803999355428;-15.5000859283518
DE SANTA MARIA;5207907;POVOADO;-46.6730296262881;-14.757072946889
CERCADO;3170479;POVOADO;-46.26981772677289;-16.279221740197
MARAVILHA;3109303;POVOADO;-46.3101146873449;-15.4906572752258
CONCEIÇÃO;3154457;POVOADO;-45.7286926174057;-16.4182587271329
BURITIZEIRO;3154457;POVOADO;-45.8504072385916;-16.3098255972185
BOA ESPERANÇA;5206701;POVOADO;-46.23598593763411;-14.4644339132958
BARBOSILÂNDIA;5218300;POVOADO;-46.2780753430664;-14.2846957436554
SÃO VIDAL;5220702;POVOADO;-46.1944626901472;-14.6268575795445
VILA NOVA;5212709;POVOADO;-46.1771514988157;-14.4236273375412
CAJUEIRO;2908101;POVOADO;-45.30909366711889;-14.8301001138365
CACIMBAS;3143500;POVOADO;-45.25977872782111;-18.8540029904494
LAGOA DO MEIO;3125705;POVOADO;-45.0683254730249;-18.7656602931701
BEIRA-RIO;3161700;POVOADO;-45.2542684955751;-18.1818292487712
SÃO JOSÉ DAS PEDRAS;3120904;POVOADO;-44.5344488123481;-19.0468625806111
ANGICOS;3120904;POVOADO;-44.4677597920705;-18.8749518993052
MASCARENHAS;3120904;POVOADO;-44.3975003681601;-18.9436065230393
SÃO JOSÉ DAS LAJES;3118908;POVOADO;-44.2469185266741;-19.0419235018246
SÃO JOSÉ DO JATAÍ;3120904;POVOADO;-44.1887855883602;-18.902137329705
BEBEDOURO;3135704;POVOADO;-44.0007258752372;-19.118861178704
BARRA DO LUIS PEREIRA;3118908;POVOADO;-44.1250087970186;-18.9532462309401
VILA SÃO JOAQUIM;3153202;POVOADO;-44.1133935061448;-18.8729035085563
GENTIL DE MATOS;3131109;POVOADO;-44.289680039681;-18.6112265141769
ALEXANDRE MASCARENHAS;3127602;POVOADO;-44.04208184952;-18.6392950374858
MARÍSIA;3104809;POVOADO;-44.3597797528517;-18.1735982665083
ESTIVA;3120904;POVOADO;-44.2531567374005;-18.4454932852819
TEIXEIRAS;3104809;POVOADO;-44.0718509807396;-17.9820050638905
BREJO;3138104;POVOADO;-44.6914533817991;-17.8179454473055
BURITIS DAS MULATAS;3170800;POVOADO;-44.7758406581136;-17.4900142981566
BARRA DO PACUÍ;3129608;POVOADO;-45.0012431406939;-16.7609954760324
PORTEIRAS;3170800;POVOADO;-44.7932448167825;-17.2115917511081
BOM JESUS DA BOA VISTA;3129608;POVOADO;-44.696334196463;-16.8977852469806
COVANCAS;3126604;POVOADO;-44.3770365521802;-17.4551721907875
ENGENHEIRO DO LABELA;3107307;POVOADO;-44.0043507346714;-17.4660915047117
TRIUNFO;3107307;POVOADO;-44.0392009889388;-17.4410409915589
NOVA DOLABELA;3107307;POVOADO;-44.0037575798165;-17.3946030824224
BARROCÃO;3135605;POVOADO;-44.3116878881183;-17.1861155229268
SENTINELA;3107307;POVOADO;-43.9900084264692;-17.0938258999015
BOA SORTE;3116506;POVOADO;-44.1722243294701;-16.950127518653
CANTO DO ENGENHO;3143302;POVOADO;-44.0716700998064;-16.9059164404987
LAPINHA;3159001;POVOADO;-43.6794737194772;-19.1200974667205
SANTA CRUZ DE ALVES;3118106;POVOADO;-43.6807295391936;-18.854415870153
TOMBADOURO;3121001;POVOADO;-43.7226759091611;-18.6425348526247
ANDREQUICÉ;3153301;POVOADO;-43.6631552917063;-18.6383225996196
VÁU;3121605;POVOADO;-43.5278804379143;-18.4172716162953
MARIA NUNES;3121605;POVOADO;-43.5545813007285;-18.0083391542615
SÃO JOSÉ DA ILHA;3122603;POVOADO;-43.3359982402191;-18.9484740901439
VILA ESPERANÇA;3123106;POVOADO;-43.0451473728072;-19.0486954028338
CRUZEIRO DO ARICANGA;3128006;POVOADO;-42.8967419700243;-18.8159905569967
BOM JESUS DE CANA-BRAVA;3162807;POVOADO;-42.8214423027459;-18.5383053607826
SANTO ANTÔNIO DA VÁRZEA;3132503;POVOADO;-43.0787458572809;-17.9566272710459
BONFIM;3116803;POVOADO;-42.890542682817;-18.2456387499652
SANTA LUZIA;3132503;POVOADO;-42.904979766628;-18.0938286331976
SANTA JOANA;3132503;POVOADO;-42.8512309548375;-18.0260032447808
SÃO NOBERTO;3123809;POVOADO;-43.8884104669864;-17.3092273647383
SÃO GERALDO;3143302;POVOADO;-43.8846202712422;-16.7936882882599
RIO DAS PEDRAS;3127354;POVOADO;-43.6402094033016;-16.973781770951
PAU D'ÓLEO;3136801;POVOADO;-43.5704383475739;-16.9630877460814
SANTANA DO MUNDO NOVO;3136801;POVOADO;-43.661062082478;-16.8065816965192
ABADIA;3113503;POVOADO;-43.119871082266;-17.7062761599979
BAIXADÃO;3121605;POVOADO;-43.2690635859875;-17.4779180805154
DOM SERAFIM;3132503;POVOADO;-42.9943564252955;-17.8876862010874
SANTANA;3113503;POVOADO;-42.902020332901;-17.5864759757085
MONTE BELO;3113503;POVOADO;-42.8881819342563;-17.5140451090653
SANTO ANTÔNIO DO MERCADINHO;3113503;POVOADO;-42.918506938467;-17.4063083378717
MACHADO;3107307;POVOADO;-43.2289770202556;-17.144931439002
POÇO DANTAS;3169703;POVOADO;-42.8837984095014;-17.2769753637348
ACAUÃ;3138351;POVOADO;-42.7719455216452;-17.1339452023939
BOA VISTA DO BANANAL;3120300;POVOADO;-42.9766492717678;-16.7364717174369
SANTA RITA;3136520;POVOADO;-42.7294877633896;-16.9029476212579
MORRINHOS DO BOM JESUS;3130051;POVOADO;-44.9921872144563;-16.3518120951512
NOVA APARECIDA;3130051;POVOADO;-45.02742835034041;-16.2295377106896
SANTOS REIS;3130051;POVOADO;-44.962397051736;-16.1686745264
VELOSLÂNDIA;3170008;POVOADO;-44.9418312493622;-16.4280388507675
CONCEIÇÃO DA VARGEM;3130051;POVOADO;-44.7487463643822;-16.1729879263413
ALTO SÃO JOÃO;3161106;POVOADO;-44.9490812017379;-16.0142763933991
MOCAMBO;3161106;POVOADO;-44.8129138069983;-16.0593903154216
CAMPOS;3135209;POVOADO;-44.7081781582747;-15.5789825279551
MATO VERDE;3118809;POVOADO;-44.2276065858568;-16.5009795845868
PEDRA PRETA;3143302;POVOADO;-44.1491566796076;-16.4009657893636
BURITI DO CAMPO SANTO;3143302;POVOADO;-44.004388410493;-16.6709824735857
BREJINHO;3118809;POVOADO;-44.0824818774434;-16.5097588289362
SÃO BENTO;3142007;POVOADO;-44.2275053250944;-16.130218361627
RIBEIRÃO DO ESTREITO;3108602;POVOADO;-44.4815767444105;-16.078592050652
MELÂNCIAS;3135357;POVOADO;-44.3647056210558;-15.8925298149322
MELANCIAS;3138658;POVOADO;-44.3628241897263;-15.8922403293301
RIACHINHO;3135209;POVOADO;-44.5130900297615;-15.5384497025622
SÃO VICENTE;3162401;POVOADO;-44.0136211707339;-16.0081758945016
POÇÕES;3162401;POVOADO;-44.0176002378659;-15.9031974662476
VERTENTE;3129657;POVOADO;-44.2003428957499;-15.6923755375142
BREJINHO;3170909;POVOADO;-44.0561123784119;-15.6839268324202
SÃO DOMINGOS;3129657;POVOADO;-44.0931300363157;-15.5613270252933
OLHO D'ÁGUA;3170909;POVOADO;-44.0411822685174;-15.5869014958517
NOVO HORIZONTE;3142700;POVOADO;-44.6344402461926;-14.523365756525
BARREIROS;3135209;POVOADO;-44.4255197980512;-15.4696784859399
JATOBÁ NOVO;3135209;POVOADO;-44.1812316338658;-15.3051554085704
FABIÃO;3135209;POVOADO;-44.2052082218877;-15.1792736672289
FRENTE TRÊS;3135050;POVOADO;-44.0146436962349;-15.1272853988338
NÚCLEO MOCAMBINHO;3135050;POVOADO;-44.01208676706;-15.0882490869573
VIRGÍNIO;3142254;POVOADO;-44.3688974154147;-14.8357922976107
SÃO JOÃO DO PORTO ALEGRE;2908101;POVOADO;-44.5258612933867;-14.2612938679215
NOVACI;2908101;POVOADO;-44.5156576222565;-14.2734473337933
CACHOEIRINHA I;3139300;POVOADO;-44.2599775394346;-14.6418956154175
BREJO SÃO CAETANO;3139300;POVOADO;-44.0355993388966;-14.6476900983658
CAMARINHAS;3126703;POVOADO;-43.6790875644292;-16.5130029477015
ORION;3112703;POVOADO;-43.6219801955221;-16.1960816759082
VIRGILÂNDIA;3112703;POVOADO;-43.5930381069301;-16.0927159800835
SÃO GERALDO;3126703;POVOADO;-43.440653228944;-16.1109098016378
VERA CRUZ;3162401;POVOADO;-43.9511552248173;-15.8570626608044
SÃO VICENTE I;3170909;POVOADO;-43.9419520816204;-15.718840751231
ARARUBA;3162401;POVOADO;-43.85621781629;-15.7700132462183
TABOCAS;3170909;POVOADO;-43.9567060434109;-15.5550643071266
AGRESTE;3162401;POVOADO;-43.6530117726855;-15.9498253370845
SÍTIO;3127800;POVOADO;-43.2606388345216;-16.5588678399952
VALE DAS CANCELAS;3127800;POVOADO;-42.710886140603;-16.3009277643864
ALTO JATOBÁ;3152204;POVOADO;-43.0977116913916;-15.9034453547688
SANTA RITA;3154507;POVOADO;-43.0387655634521;-15.8296833686414
VILA CALUMBI-COLONIZAÇÃO III;3145059;POVOADO;-43.2772323201269;-15.6982757357021
PARAGUAÇU-COLONIZAÇÃO 1;3145059;POVOADO;-43.282724510886;-15.6437443051077
NATANAEL;3155603;POVOADO;-42.7435554305284;-15.86909368611
TANQUE II;3152204;POVOADO;-42.9270633344345;-15.5886640598782
TANQUE I;3152204;POVOADO;-42.9254749972536;-15.5872100024816
SERRARIA;3135050;POVOADO;-43.9248555007226;-15.3199131164149
